Name	Index Year	Overall Score	Business Freedom	Trade Freedom	Fiscal Freedom	Government Spending	Monetary Freedom	Investment Freedom	Financial Freedom	Property Rights	Freedom From Corruption	Labor Freedom
"Jamaica "	2010	65,5	87,0	72,2	74,8	61,8	68,4	85,0	60,0	45,0	31,0	70,0
Japan	2010	72,9	84,5	82,4	67,2	61,1	88,8	60,0	50,0	80,0	73,0	82,4
Jordan	2010	66,1	65,6	78,8	83,0	55,1	73,2	65,0	60,0	55,0	51,0	74,2
Kazakhstan	2010	61,0	73,5	85,9	87,9	82,1	65,6	30,0	50,0	30,0	22,0	83,1
Kenya	2010	57,5	63,4	67,9	78,1	83,1	72,7	45,0	50,0	30,0	21,0	63,7
Kiribati	2010	43,7	65,6	55,4	42,2	0,0	71,9	25,0	30,0	30,0	31,0	86,1
Kuwait	2010	67,7	65,8	82,5	99,9	76,6	66,4	55,0	50,0	50,0	43,0	88,0
"Kyrgyz Republic "	2010	61,3	76,6	75,9	92,9	80,2	62,2	50,0	50,0	25,0	18,0	82,6
Laos	2010	51,1	59,4	68,4	80,1	90,3	73,5	25,0	20,0	15,0	20,0	58,9
Latvia	2010	66,2	72,9	87,5	82,7	57,4	67,0	80,0	50,0	55,0	50,0	59,1
Lebanon	2010	59,5	56,6	80,5	91,6	62,8	71,4	55,0	60,0	30,0	30,0	57,0
Lesotho	2010	48,1	62,0	63,5	52,0	30,0	70,3	25,0	40,0	40,0	32,0	66,1
Liberia	2010	46,2	52,8	53,8	67,8	82,3	65,4	20,0	20,0	25,0	24,0	51,3
Libya	2010	40,2	20,0	85,0	81,7	62,8	66,4	10,0	20,0	10,0	26,0	20,0
Liechtenstein	2010	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Lithuania	2010	70,3	82,0	87,5	84,6	63,5	70,8	75,0	80,0	55,0	46,0	58,5
Luxembourg	2010	75,4	75,1	87,5	65,9	58,5	78,9	95,0	80,0	90,0	83,0	40,4
Macau	2010	72,5	60,0	90,0	77,8	95,2	77,5	80,0	70,0	60,0	54,0	60,0
Macedonia	2010	65,7	65,2	83,3	89,3	65,9	79,0	60,0	60,0	35,0	36,0	83,1
Madagascar	2010	63,2	71,9	73,2	87,3	88,8	75,4	60,0	50,0	45,0	34,0	46,9
Malawi	2010	54,1	44,8	68,6	78,9	45,8	71,0	50,0	50,0	45,0	28,0	59,3
"Malaysia "	2010	64,8	69,9	78,7	84,3	81,3	76,7	30,0	50,0	55,0	51,0	71,4
Maldives	2010	49,0	82,3	44,5	95,5	0,0	69,7	35,0	30,0	30,0	28,0	75,3
Mali	2010	55,6	47,5	69,6	60,2	81,1	73,8	50,0	40,0	35,0	31,0	67,9
Malta	2010	67,2	70,0	87,5	62,5	45,6	78,1	70,0	60,0	80,0	58,0	60,0
Mauritania	2010	52,0	48,3	69,9	75,1	73,4	78,0	30,0	40,0	25,0	28,0	52,5
Mauritius	2010	76,3	82,2	85,6	92,5	83,4	71,2	85,0	70,0	60,0	55,0	78,5
Mexico	2010	68,3	83,0	82,0	83,5	85,2	76,3	65,0	60,0	50,0	36,0	61,9
Micronesia	2010	50,6	59,1	81,0	97,5	0,0	76,7	20,0	30,0	30,0	30,0	81,8
Moldova	2010	53,7	70,2	79,9	85,1	43,0	67,5	30,0	50,0	40,0	29,0	42,7
Mongolia	2010	60,0	69,0	79,8	81,9	56,7	66,5	50,0	60,0	30,0	30,0	75,9
Montenegro	2010	63,6	70,1	83,2	90,0	54,4	73,2	55,0	50,0	40,0	34,0	86,4
Morocco	2010	59,2	76,1	71,2	68,5	81,5	78,4	60,0	60,0	40,0	35,0	21,7
"Mozambique "	2010	56,0	58,7	74,5	77,6	76,1	74,9	50,0	50,0	30,0	26,0	42,0
Namibia	2010	62,2	73,3	87,8	68,3	69,5	71,0	50,0	40,0	30,0	45,0	87,2
Nepal	2010	52,7	59,4	58,8	86,6	92,3	77,8	15,0	30,0	35,0	27,0	44,7
New Zealand	2010	82,1	99,9	86,0	63,6	51,3	83,1	80,0	80,0	95,0	93,0	88,8
"Nicaragua "	2010	58,3	55,7	82,8	78,4	78,5	64,1	55,0	50,0	25,0	25,0	68,3
Niger	2010	52,9	37,2	75,7	65,1	85,1	77,6	50,0	40,0	30,0	28,0	40,7
Nigeria	2010	56,8	53,2	67,2	84,4	64,7	75,4	40,0	40,0	30,0	27,0	85,7
North Korea	2010	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	5,0	0,0
Norway	2010	69,4	88,8	89,2	50,5	49,8	74,2	65,0	60,0	90,0	79,0	47,1
Oman	2010	67,7	66,9	83,4	98,5	57,4	64,8	55,0	60,0	50,0	55,0	86,4
"Pakistan "	2010	55,2	71,7	67,0	80,5	88,8	69,4	30,0	40,0	30,0	25,0	49,8
"Panama "	2010	64,8	75,9	75,8	82,6	90,0	73,2	65,0	70,0	40,0	34,0	41,3
Papua New Guinea	2010	53,5	59,1	86,2	65,0	63,3	72,6	35,0	30,0	20,0	20,0	83,3
"Paraguay "	2010	61,3	60,9	83,5	96,6	91,7	75,4	65,0	60,0	30,0	24,0	26,1
Peru	2010	67,6	65,8	85,0	79,5	92,3	81,6	70,0	60,0	40,0	36,0	66,1
Poland	2010	63,2	62,2	87,5	74,9	46,8	78,1	60,0	60,0	55,0	46,0	61,5
Portugal	2010	64,4	80,5	87,5	61,0	37,1	79,7	70,0	60,0	70,0	61,0	37,0
Qatar	2010	69,0	73,7	82,2	99,9	73,7	65,9	45,0	50,0	65,0	65,0	69,1
"Republic of Congo "	2010	43,2	48,7	61,0	60,3	69,3	70,8	15,0	30,0	10,0	19,0	48,1
Romania	2010	64,2	72,5	87,5	85,8	59,8	73,3	75,0	50,0	40,0	38,0	60,4
Russia	2010	50,3	52,2	68,4	82,3	66,5	62,6	25,0	40,0	25,0	21,0	59,6
Rwanda	2010	59,1	74,5	67,4	77,1	75,6	66,9	40,0	40,0	30,0	30,0	89,2
Saint Lucia	2010	70,5	88,4	71,9	73,2	71,4	80,1	55,0	40,0	70,0	71,0	84,2
Saint Vincent and the Grenadines	2010	66,9	79,9	73,3	72,5	64,1	71,3	55,0	40,0	70,0	65,0	77,6
Samoa	2010	60,4	73,2	70,0	79,6	67,5	73,8	30,0	30,0	55,0	44,0	80,8
"São Tomé and Príncipe "	2010	48,8	43,5	66,6	87,1	52,5	59,0	45,0	30,0	30,0	27,0	47,6
Saudi Arabia	2010	64,1	84,6	82,5	99,6	68,1	62,3	45,0	50,0	40,0	35,0	74,4
Senegal	2010	54,6	63,1	69,7	64,7	77,8	75,2	35,0	40,0	45,0	34,0	41,9
"Serbia "	2010	56,9	58,9	75,2	83,2	41,4	64,5	50,0	50,0	40,0	34,0	72,2
Seychelles	2010	47,9	64,2	33,4	76,4	9,3	57,9	50,0	30,0	50,0	48,0	59,8
Sierra Leone	2010	47,9	54,6	62,8	80,9	80,5	71,7	40,0	20,0	10,0	19,0	39,0
Singapore	2010	86,1	98,2	90,0	90,7	95,3	80,9	75,0	50,0	90,0	92,0	98,9
Slovakia	2010	69,7	72,6	87,5	84,0	64,5	78,2	70,0	70,0	55,0	50,0	65,1
Slovenia	2010	64,7	83,3	87,5	64,0	46,1	76,0	70,0	50,0	60,0	67,0	43,5
Solomon Islands	2010	42,9	63,2	65,2	67,9	0,0	65,5	10,0	30,0	30,0	29,0	68,4
South Africa	2010	62,8	73,0	76,0	69,1	76,8	70,2	45,0	60,0	50,0	49,0	59,0
South Korea	2010	69,9	91,9	70,8	71,1	74,9	77,4	70,0	70,0	70,0	56,0	47,1
Spain	2010	69,6	75,8	87,5	58,1	54,8	77,7	80,0	80,0	70,0	65,0	47,3
Sri Lanka	2010	54,6	71,8	62,2	73,5	83,9	56,8	15,0	40,0	40,0	32,0	70,7
Sudan	2010	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Suriname	2010	52,5	41,0	66,4	66,9	77,8	67,8	15,0	30,0	40,0	36,0	84,5
Swaziland	2010	57,4	67,2	74,9	63,1	55,5	68,8	55,0	40,0	45,0	36,0	68,4
Sweden	2010	72,4	95,5	87,5	36,7	17,3	79,5	85,0	80,0	95,0	93,0	54,9
Switzerland	2010	81,1	81,2	90,0	68,2	68,9	81,3	80,0	80,0	90,0	90,0	81,8
Syria	2010	49,4	59,2	54,0	87,0	80,2	63,3	20,0	20,0	25,0	21,0	64,7
Taiwan	2010	70,4	83,0	85,8	75,9	90,5	79,3	65,0	50,0	70,0	57,0	47,7
Tajikistan	2010	53,0	57,4	82,5	88,9	78,0	58,4	25,0	40,0	25,0	20,0	54,4
Tanzania	2010	58,3	45,5	70,5	80,3	82,6	70,8	65,0	50,0	30,0	30,0	58,4
"Thailand "	2010	64,1	70,7	75,9	74,7	89,8	66,4	40,0	70,0	45,0	35,0	73,6
The Bahamas	2010	67,3	73,4	42,2	95,2	83,6	72,7	30,0	70,0	70,0	55,0	81,0
The Gambia	2010	55,1	58,5	60,6	71,9	75,3	71,6	55,0	50,0	25,0	19,0	63,8
The Netherlands	2010	75,0	82,6	87,5	52,0	38,4	81,0	90,0	80,0	90,0	89,0	59,1
The Philippines	2010	56,3	48,1	77,8	78,8	91,2	72,7	40,0	50,0	30,0	23,0	51,9
Timor-Leste	2010	45,8	46,2	73,0	64,7	54,1	72,5	20,0	20,0	20,0	22,0	65,6
Togo	2010	47,1	36,8	62,8	56,2	86,0	74,5	25,0	30,0	30,0	27,0	43,3
Tonga	2010	53,4	78,2	56,2	82,8	70,8	63,5	25,0	20,0	20,0	24,0	93,7
Trinidad and Tobago	2010	65,7	59,0	81,7	80,8	72,3	69,3	60,0	70,0	50,0	36,0	78,0
Tunisia	2010	58,9	80,2	53,5	74,4	78,5	76,5	35,0	30,0	50,0	44,0	67,4
Turkey	2010	63,8	68,9	86,4	78,1	82,9	70,0	65,0	50,0	50,0	46,0	41,1
Turkmenistan	2010	42,5	30,0	79,2	90,2	94,7	62,8	0,0	10,0	10,0	18,0	30,0
Uganda	2010	62,2	57,0	72,1	80,5	85,5	78,1	45,0	60,0	30,0	26,0	88,1
Ukraine	2010	46,4	38,7	82,6	77,9	41,1	61,2	20,0	30,0	30,0	25,0	57,7
United Arab Emirates	2010	67,3	67,4	82,8	99,9	80,9	68,8	35,0	50,0	50,0	59,0	79,3
United Kingdom	2010	76,5	94,9	87,5	61,8	41,9	73,7	90,0	80,0	85,0	77,0	72,8
United States	2010	78,0	91,3	86,9	67,5	58,0	78,1	75,0	70,0	85,0	73,0	94,8
"Uruguay "	2010	69,8	63,1	82,8	81,7	72,6	72,3	75,0	30,0	75,0	69,0	76,2
Uzbekistan	2010	47,5	67,8	65,1	88,4	72,6	62,4	10,0	10,0	20,0	18,0	61,1
Vanuatu	2010	56,4	68,7	55,1	94,9	84,3	76,8	20,0	40,0	40,0	29,0	55,0
"Venezuela "	2010	37,1	50,3	57,2	74,0	61,8	47,7	5,0	20,0	0,0	19,0	36,2
Vietnam	2010	49,8	60,7	68,9	76,1	73,4	58,1	20,0	30,0	15,0	27,0	68,4
Yemen	2010	54,4	74,4	76,1	83,2	51,3	65,1	45,0	30,0	30,0	23,0	65,4
Zambia	2010	58,0	66,4	79,9	72,4	82,6	63,3	50,0	50,0	30,0	28,0	57,0
Zimbabwe	2010	21,4	30,0	44,8	58,4	0,0	0,0	0,0	10,0	5,0	18,0	48,2
Afghanistan	2009	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Albania	2009	63,7	67,0	75,8	92,8	75,6	79,6	70,0	70,0	30,0	29,0	47,2
Algeria	2009	56,6	72,5	68,6	77,2	74,1	78,6	50,0	30,0	30,0	30,0	55,5
Angola	2009	47,0	43,6	72,0	85,2	62,2	61,8	20,0	40,0	20,0	22,0	43,5
Argentina	2009	52,3	62,1	70,0	70,3	75,6	60,6	50,0	40,0	20,0	29,0	45,6
Armenia	2009	69,9	83,7	86,4	90,0	89,7	77,8	70,0	70,0	35,0	30,0	66,3
Australia	2009	82,6	90,5	84,8	61,4	64,3	84,7	80,0	90,0	90,0	86,0	94,7
Austria	2009	71,2	78,6	85,8	49,9	27,1	80,9	70,0	70,0	90,0	81,0	78,7
Azerbaijan	2009	58,0	74,6	78,4	79,7	77,5	66,3	30,0	40,0	25,0	21,0	87,0
Bahrain	2009	74,8	79,6	80,0	99,9	79,4	74,0	60,0	80,0	60,0	50,0	85,1
"Bangladesh "	2009	47,5	62,9	40,2	72,8	94,2	67,3	20,0	20,0	25,0	20,0	52,3
Barbados	2009	71,5	90,0	64,6	70,9	66,3	74,5	50,0	60,0	90,0	69,0	80,0
Belarus	2009	45,0	63,7	67,2	79,4	30,9	66,8	20,0	10,0	20,0	21,0	70,8
Belgium	2009	72,1	93,2	85,8	41,5	28,3	81,0	90,0	80,0	80,0	71,0	70,5
Belize	2009	63,0	75,5	69,6	68,8	77,6	78,4	50,0	50,0	50,0	30,0	80,6
Benin	2009	55,4	43,8	67,4	67,2	88,5	79,6	40,0	60,0	30,0	27,0	50,3
Bhutan	2009	57,7	61,7	42,0	83,6	58,3	75,9	30,0	30,0	60,0	50,0	85,8
Bolivia	2009	53,6	58,5	81,8	84,8	71,9	67,9	20,0	60,0	20,0	29,0	41,9
Bosnia and Herzegovina	2009	53,1	59,9	77,2	71,8	37,6	79,0	50,0	60,0	10,0	33,0	52,1
Botswana	2009	69,7	71,2	69,0	75,1	70,6	71,8	70,0	70,0	75,0	54,0	70,0
Brazil	2009	56,7	54,4	71,6	65,8	50,3	77,2	50,0	50,0	50,0	35,0	62,7
Bulgaria	2009	64,6	73,5	85,8	86,2	58,7	72,8	60,0	60,0	30,0	41,0	78,4
Burkina Faso	2009	59,5	58,7	70,4	80,7	83,7	83,7	40,0	50,0	30,0	29,0	69,0
Burma	2009	37,7	20,0	72,2	81,8	98,5	45,3	10,0	10,0	5,0	14,0	20,0
Burundi	2009	48,8	34,4	63,0	72,5	55,8	72,7	40,0	30,0	30,0	25,0	64,3
Cambodia	2009	56,6	42,7	63,4	91,4	94,5	80,0	50,0	50,0	30,0	20,0	44,5
Cameroon	2009	53,0	39,3	56,0	69,6	93,6	76,0	40,0	50,0	30,0	24,0	51,5
Canada	2009	80,5	96,5	88,2	76,6	53,7	80,8	70,0	80,0	90,0	87,0	81,9
Cape Verde	2009	61,3	57,1	65,4	65,5	62,2	76,9	60,0	60,0	70,0	49,0	46,9
Central African Republic	2009	48,3	39,5	50,4	65,4	94,0	75,0	40,0	30,0	20,0	20,0	48,7
Chad	2009	47,5	35,7	58,4	50,5	90,8	78,6	40,0	40,0	20,0	18,0	42,6
Chile	2009	78,3	66,3	85,8	78,2	90,1	77,3	80,0	70,0	90,0	70,0	75,0
China	2009	53,2	51,6	71,4	70,6	88,9	72,9	30,0	30,0	20,0	35,0	61,8
Colombia	2009	62,3	77,4	72,4	72,9	65,9	70,6	60,0	60,0	40,0	38,0	66,0
Comoros	2009	43,3	46,5	27,2	64,6	88,1	78,9	20,0	20,0	30,0	26,0	31,8
"Costa Rica "	2009	66,4	60,3	81,8	82,8	88,4	69,7	70,0	50,0	50,0	50,0	61,2
"Côte d'Ivoire "	2009	55,0	45,8	70,4	58,1	87,6	79,1	40,0	60,0	30,0	21,0	57,8
Croatia	2009	55,1	59,9	87,6	68,7	31,7	79,0	50,0	60,0	30,0	41,0	43,4
Cuba	2009	27,9	10,0	64,4	45,9	0,0	67,0	10,0	10,0	10,0	42,0	20,0
Cyprus	2009	70,8	70,0	80,8	76,6	42,2	85,7	70,0	70,0	90,0	53,0	70,0
Czech Republic	2009	69,4	65,1	85,8	80,2	43,0	79,7	70,0	80,0	70,0	52,0	67,8
Democratic Republic of Congo	2009	42,8	34,3	62,2	73,3	85,3	59,5	30,0	20,0	10,0	19,0	34,5
Denmark	2009	79,6	99,9	85,8	35,4	20,4	86,6	90,0	90,0	95,0	94,0	99,4
Djibouti	2009	51,3	38,1	31,8	80,8	59,4	76,6	50,0	60,0	30,0	29,0	57,9
Dominica	2009	62,6	76,4	74,2	67,4	52,2	79,8	60,0	30,0	60,0	56,0	70,0
Dominican Republic	2009	59,2	63,7	73,0	85,2	91,1	74,1	50,0	40,0	30,0	30,0	55,1
Ecuador	2009	52,5	54,0	72,6	85,8	83,1	75,0	30,0	40,0	25,0	21,0	38,3
Egypt	2009	58,0	64,7	63,4	89,5	66,1	65,9	50,0	50,0	40,0	29,0	61,3
"El Salvador "	2009	69,8	67,3	81,8	85,7	87,9	77,4	70,0	70,0	50,0	40,0	67,5
Equatorial Guinea	2009	51,3	45,7	59,4	75,5	86,3	81,4	30,0	40,0	30,0	19,0	46,1
Eritrea	2009	38,5	18,3	69,2	86,4	9,9	59,0	10,0	20,0	10,0	28,0	73,9
Estonia	2009	76,4	75,9	85,8	81,5	67,3	79,7	90,0	80,0	90,0	65,0	48,5
Ethiopia	2009	53,0	62,6	68,6	77,4	82,7	65,5	40,0	20,0	30,0	24,0	59,4
Fiji	2009	61,0	66,0	69,6	76,0	76,0	77,3	30,0	60,0	30,0	40,0	84,8
Finland	2009	74,5	95,1	85,8	64,3	28,6	87,4	70,0	80,0	95,0	94,0	44,8
France	2009	63,3	87,4	80,8	50,9	14,5	71,7	60,0	70,0	70,0	73,0	54,5
Gabon	2009	55,0	59,9	57,0	61,7	84,8	73,8	40,0	40,0	40,0	33,0	60,0
Georgia	2009	69,8	86,6	80,6	86,8	74,6	70,9	70,0	60,0	35,0	34,0	99,4
Germany	2009	70,5	90,3	85,8	58,5	38,2	80,8	80,0	60,0	90,0	78,0	43,4
Ghana	2009	58,1	56,7	63,0	83,2	65,7	69,6	50,0	60,0	50,0	37,0	45,3
Greece	2009	60,8	78,7	80,8	66,5	46,3	78,8	50,0	50,0	50,0	46,0	61,2
"Guatemala "	2009	59,4	54,1	78,4	79,4	93,5	73,3	50,0	50,0	30,0	28,0	57,3
Guinea	2009	51,0	45,2	59,6	71,1	91,9	57,4	40,0	40,0	20,0	19,0	66,3
Guinea-Bissau	2009	45,4	24,2	66,8	88,4	49,1	73,5	30,0	30,0	20,0	22,0	50,5
Guyana	2009	48,4	60,9	72,6	66,5	3,2	69,6	40,0	40,0	40,0	26,0	65,2
Haiti	2009	50,5	37,7	79,4	77,9	93,8	69,0	30,0	30,0	10,0	16,0	61,2
"Honduras "	2009	58,7	64,4	78,0	85,1	79,7	73,5	50,0	60,0	30,0	25,0	40,9
Hong Kong	2009	90,0	92,7	95,0	93,4	93,1	86,2	90,0	90,0	90,0	83,0	86,3
"Hungary "	2009	66,8	77,4	85,8	70,6	19,2	73,8	80,0	70,0	70,0	53,0	68,4
Iceland	2009	75,9	93,6	88,0	76,2	44,0	75,3	70,0	70,0	90,0	92,0	59,9
India	2009	54,4	54,4	51,0	73,8	77,8	69,3	30,0	40,0	50,0	35,0	62,3
Indonesia	2009	53,4	46,7	76,4	77,5	88,0	71,6	30,0	40,0	30,0	23,0	50,9
Iran	2009	44,6	60,6	57,4	81,0	79,7	60,1	10,0	10,0	10,0	25,0	52,4
Iraq	2009	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ireland	2009	82,2	93,0	85,8	69,2	64,9	84,3	90,0	90,0	90,0	75,0	79,7
Israel	2009	67,6	67,8	86,0	57,1	35,1	83,7	80,0	70,0	70,0	61,0	64,9
Italy	2009	61,4	78,7	80,8	55,8	24,7	80,8	70,0	60,0	50,0	52,0	61,3
"Jamaica "	2009	65,2	87,8	70,6	75,3	62,2	75,4	80,0	50,0	50,0	33,0	67,4
Japan	2009	72,8	85,8	82,0	67,5	61,1	93,6	60,0	50,0	70,0	75,0	82,5
Jordan	2009	65,4	68,9	78,8	83,0	56,9	80,3	50,0	60,0	55,0	47,0	74,1
Kazakhstan	2009	60,1	57,9	86,2	82,8	87,5	70,0	30,0	60,0	25,0	21,0	80,5
Kenya	2009	58,7	66,9	71,8	78,6	81,5	74,0	50,0	50,0	30,0	21,0	63,1
Kiribati	2009	45,7	62,5	55,0	42,2	0,0	88,7	30,0	30,0	30,0	33,0	85,6
Kuwait	2009	65,6	67,4	81,0	99,9	63,7	71,7	50,0	50,0	50,0	43,0	79,3
"Kyrgyz Republic "	2009	61,8	75,3	87,6	93,4	74,9	71,5	50,0	50,0	25,0	21,0	69,5
Laos	2009	50,4	59,5	66,4	70,6	89,7	75,4	30,0	20,0	10,0	19,0	63,5
Latvia	2009	66,6	73,8	85,8	82,3	58,5	71,1	70,0	60,0	55,0	48,0	61,6
Lebanon	2009	58,1	60,0	80,8	91,7	64,1	77,3	30,0	60,0	30,0	30,0	57,4
Lesotho	2009	49,7	61,7	57,0	63,1	36,2	73,1	30,0	40,0	40,0	33,0	62,7
Liberia	2009	48,1	40,2	53,8	73,8	97,2	70,1	30,0	20,0	25,0	21,0	49,8
Libya	2009	43,5	20,0	90,0	81,7	68,1	70,3	30,0	20,0	10,0	25,0	20,0
Liechtenstein	2009	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Lithuania	2009	70,0	82,4	85,8	87,6	65,3	75,8	70,0	80,0	50,0	48,0	54,6
Luxembourg	2009	75,2	76,2	85,8	66,3	54,4	80,2	90,0	80,0	90,0	84,0	45,1
Macau	2009	72,0	60,0	90,0	79,3	93,2	80,3	70,0	70,0	60,0	57,0	60,0
Macedonia	2009	61,2	58,2	81,6	89,4	65,1	85,4	50,0	60,0	30,0	33,0	59,8
Madagascar	2009	62,2	60,5	72,6	80,9	86,3	73,9	70,0	50,0	50,0	32,0	46,0
Malawi	2009	53,7	45,2	68,8	70,7	48,6	69,8	50,0	50,0	50,0	27,0	57,2
"Malaysia "	2009	64,6	70,8	78,2	83,0	81,4	79,9	40,0	40,0	50,0	51,0	71,5
Maldives	2009	51,3	83,2	44,0	95,8	0,0	76,5	30,0	30,0	30,0	33,0	90,1
Mali	2009	55,6	42,2	73,0	69,4	81,4	79,6	50,0	40,0	30,0	27,0	63,8
Malta	2009	66,1	70,0	85,8	63,1	41,7	82,7	50,0	60,0	90,0	58,0	60,0
Mauritania	2009	53,9	53,6	75,6	75,4	65,9	77,7	50,0	40,0	25,0	26,0	50,2
Mauritius	2009	74,3	83,3	86,8	92,2	80,8	71,1	80,0	70,0	60,0	47,0	71,5
Mexico	2009	65,8	80,3	80,2	83,4	81,8	77,5	50,0	60,0	50,0	35,0	59,8
Micronesia	2009	51,7	59,8	81,0	97,4	0,0	76,7	30,0	30,0	30,0	30,0	82,3
Moldova	2009	54,9	70,1	81,6	85,3	51,3	67,6	30,0	50,0	40,0	28,0	45,1
Mongolia	2009	62,8	71,0	81,2	81,3	69,9	76,7	60,0	60,0	30,0	30,0	67,7
Montenegro	2009	58,2	68,7	80,2	89,1	45,3	78,9	40,0	50,0	40,0	33,0	57,2
Morocco	2009	57,7	76,2	68,0	65,1	76,5	80,5	60,0	50,0	35,0	35,0	30,8
"Mozambique "	2009	55,7	54,2	73,4	77,7	76,5	75,9	50,0	50,0	30,0	28,0	41,1
Namibia	2009	62,4	74,4	88,4	67,2	69,7	74,6	40,0	50,0	30,0	45,0	85,0
Nepal	2009	53,2	60,5	63,2	86,3	91,0	78,7	20,0	30,0	30,0	25,0	46,9
New Zealand	2009	82,0	99,9	84,6	62,5	49,6	84,6	80,0	80,0	95,0	94,0	89,6
"Nicaragua "	2009	59,8	57,6	79,2	78,8	71,0	69,5	70,0	50,0	25,0	26,0	70,6
Niger	2009	53,8	36,9	70,4	66,3	88,8	89,5	50,0	40,0	30,0	26,0	40,6
Nigeria	2009	55,1	55,1	61,8	84,4	64,3	77,9	30,0	40,0	30,0	22,0	85,8
North Korea	2009	2,0	0,0	0,0	0,0	0,0	0,0	10,0	0,0	5,0	5,0	0,0
Norway	2009	70,2	88,1	89,2	50,3	50,5	78,1	60,0	60,0	90,0	87,0	48,6
Oman	2009	67,0	63,3	83,6	98,5	61,1	71,4	60,0	60,0	50,0	47,0	75,0
"Pakistan "	2009	57,0	72,5	65,6	80,4	90,7	72,2	40,0	40,0	30,0	24,0	54,5
"Panama "	2009	64,7	74,5	76,2	82,6	89,8	77,9	70,0	70,0	30,0	32,0	44,1
Papua New Guinea	2009	54,8	60,1	87,2	67,4	71,0	81,4	30,0	30,0	20,0	20,0	81,1
"Paraguay "	2009	61,0	61,7	83,6	96,6	90,4	76,7	60,0	60,0	30,0	24,0	27,0
Peru	2009	64,6	65,1	79,4	79,7	91,8	86,5	60,0	60,0	40,0	35,0	48,7
Poland	2009	60,3	53,7	85,8	69,0	42,2	80,8	60,0	60,0	50,0	42,0	59,8
Portugal	2009	64,9	81,1	85,8	61,6	35,4	79,9	70,0	60,0	70,0	65,0	40,3
Qatar	2009	65,8	75,7	81,6	99,9	69,1	67,3	40,0	50,0	50,0	60,0	64,7
"Republic of Congo "	2009	45,4	50,1	55,4	60,2	77,6	73,9	30,0	30,0	10,0	21,0	45,6
Romania	2009	63,2	74,9	85,8	87,0	70,0	75,0	60,0	50,0	35,0	37,0	57,1
Russia	2009	50,8	54,0	60,8	78,9	70,6	65,5	30,0	40,0	25,0	23,0	60,0
Rwanda	2009	54,2	58,9	61,2	76,8	76,8	70,8	40,0	40,0	30,0	28,0	59,5
Saint Lucia	2009	68,8	87,7	72,0	74,0	68,5	85,1	40,0	40,0	70,0	68,0	82,8
Saint Vincent and the Grenadines	2009	64,3	78,2	73,6	64,7	60,9	75,6	40,0	40,0	70,0	61,0	78,5
Samoa	2009	59,5	61,5	70,0	86,2	56,2	75,7	30,0	30,0	60,0	45,0	80,2
"São Tomé and Príncipe "	2009	43,8	45,1	60,0	75,0	22,0	61,4	40,0	30,0	30,0	27,0	48,0
Saudi Arabia	2009	64,3	79,6	81,8	99,6	73,4	68,4	40,0	50,0	40,0	34,0	76,4
Senegal	2009	56,3	65,0	71,2	65,1	77,0	76,5	40,0	40,0	50,0	36,0	42,5
"Serbia "	2009	56,6	56,0	78,0	85,9	46,3	65,8	40,0	50,0	40,0	34,0	70,0
Seychelles	2009	47,8	65,5	28,4	73,8	0,0	78,1	50,0	30,0	50,0	45,0	57,1
Sierra Leone	2009	47,8	57,0	66,0	80,9	86,3	73,8	30,0	20,0	10,0	21,0	33,4
Singapore	2009	87,1	98,3	90,0	91,1	93,8	86,8	80,0	50,0	90,0	93,0	98,1
Slovakia	2009	69,4	73,4	85,8	84,1	57,4	78,7	70,0	70,0	50,0	49,0	75,3
Slovenia	2009	62,9	84,5	85,8	62,9	38,4	78,6	60,0	50,0	60,0	66,0	42,8
Solomon Islands	2009	46,0	67,2	66,4	68,9	0,0	73,5	20,0	30,0	30,0	28,0	76,3
South Africa	2009	63,8	74,6	74,8	68,9	77,6	74,3	50,0	60,0	50,0	51,0	56,8
South Korea	2009	68,1	90,4	70,2	70,4	72,5	80,0	70,0	60,0	70,0	51,0	46,4
Spain	2009	70,1	76,8	85,8	58,6	55,3	78,9	80,0	80,0	70,0	67,0	48,3
Sri Lanka	2009	56,0	73,7	71,0	73,2	80,5	59,4	20,0	40,0	40,0	32,0	70,8
Sudan	2009	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Suriname	2009	54,1	41,5	64,2	67,7	75,5	72,2	30,0	30,0	40,0	35,0	84,8
Swaziland	2009	59,1	68,6	71,6	64,3	70,6	73,1	50,0	40,0	50,0	33,0	69,6
Sweden	2009	70,5	95,9	85,8	35,0	7,3	82,1	80,0	80,0	90,0	93,0	55,5
Switzerland	2009	79,4	82,9	85,4	67,5	65,3	83,9	70,0	80,0	90,0	90,0	79,2
Syria	2009	51,3	61,4	54,0	87,0	74,9	67,2	40,0	20,0	30,0	24,0	54,9
Taiwan	2009	69,5	69,5	85,2	76,2	89,4	82,1	70,0	50,0	70,0	57,0	45,7
